chDemoQs,chAQ10,Q_stim,chInstrSlide,Demographic_Loop.thisRepN,Demographic_Loop.thisTrialN,Demographic_Loop.thisN,Demographic_Loop.thisIndex,AQ_Loop.thisRepN,AQ_Loop.thisTrialN,AQ_Loop.thisN,AQ_Loop.thisIndex,Q_trials.thisRepN,Q_trials.thisTrialN,Q_trials.thisN,Q_trials.thisIndex,MWdefinitions.thisRepN,MWdefinitions.thisTrialN,MWdefinitions.thisN,MWdefinitions.thisIndex,ReadingLoop.thisRepN,ReadingLoop.thisTrialN,ReadingLoop.thisN,ReadingLoop.thisIndex,ChPage,Welcome_text.started,Welcome_text_resp.started,Welcome_text_resp.keys,Welcome_text_resp.rt,DemoQs.started,DemographicQs_resp.started,DemographicQs_resp.keys,DemographicQs_resp.rt,textInterval.started,textInterval.stopped,text_4.started,Age_resp.started,AgeQuestion_textbox.text,Age_resp.keys,Age_resp.rt,text_3.started,AQintro_key_resp.started,AQintro_key_resp.keys,AQintro_key_resp.rt,AQ_10.started,AQ_key_resp.started,AQ_key_resp.keys,AQ_key_resp.rt,text_2.started,text_2.stopped,adhdQ.started,key_QA.started,key_QA.keys,key_QA.rt,key_AlwaysResp.started,key_AlwaysResp.keys,key_AlwaysResp.rt,adhdDxQ.started,key_Dx.started,key_Dx.keys,key_Dx.rt,MWdefInstr.started,MWdefInstr_key_resp.started,text.started,IntroExp_key_resp.started,IntroExp_key_resp.keys,IntroExp_key_resp.rt,NoSkipping.started,key_Skip.keys,key_Skip.rt,etRecord_START.started,etRecord_START.stopped,Reading_key_resp.started,imagePages.started,PCProbe.started,SCProbe.started,participant,session,date,expName,psychopyVersion,frameRate,
,AQ_10_Qs/AQ4.png,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.715080499998294,63.715080499998294,1,0.5084633000078611,64.25653339998098,64.7564321999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,AQ_10_Qs/AQ5.png,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7564321999962,64.7564321999962,1,1.4752695999923162,66.26003700000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,AQ_10_Qs/AQ6.png,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.77314489998389,66.77314489998389,1,0.8021881000022404,67.60781549999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,AQ_10_Qs/AQ7.png,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.11359759999323,68.11359759999323,1,0.9825802000123076,69.12351429997943,69.62540629997966,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,AQ_10_Qs/AQ8.png,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.62540629997966,69.62540629997966,1,0.8059406999964267,70.45887070000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,AQ_10_Qs/AQ9.png,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9770840999845,70.9770840999845,1,0.9024866000108887,71.90655419998802,72.4080589999794,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,AQ_10_Qs/AQ10.png,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4080589999794,72.4080589999794,1,1.263233500008937,73.68988510000054,74.19677849998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,"Do you often feel restless? (e.g., being nervous, having difficulty sitting still, fidgeting, doing a lot of exercise, or being active)",,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.97319759998936,75.95656910000253,74.19677849998698,74.19677849998698,1,1.234981899993727,75.95656910000253,1,2.995177499979036,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,"Do you often act first and then think? (e.g., blurting things out, spending too much money, or being impatient)",,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.27427069999976,82.77323649998289,79.4734935000015,79.4734935000015,2,2.278598399978364,,None,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,"Do you often have concentration problems? (e.g., being easily distracted, not finishing things, being easily bored, forgetful, or chaotic)",,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.00790419999976,,82.77323649998289,82.77323649998289,2,0.6900164000107907,,None,,,,,,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.52329369998188,84.52329369998188,2,0.9088840000040364,,,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,InstrSlides/SC_s1.png,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,85.45655549998628,86.48814889998175,,,,,,,,,,,,,,,,,,,,,,,,,,,86.48814889998175,0.03995490001398139,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,InstrSlides/SC_s2.png,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.50819299998693,0.009062199998879805,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,InstrSlides/SC_s3.png,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6410562999954,0.009253700001863763,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,InstrSlides/SC_s4.png,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.490976400004,0.009136800013948232,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,InstrSlides/SC_s5.png,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.275060999993,0.011326400010148063,,,,,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.85772569998517,95.85772569998517,space,2.854022099985741,,,,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.73994229998789,space,1.835012800002005,,,,,,,,001,2023-01-19_13h20.19.282,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.52257613318808,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990148000069894,0.9990148000069894,117.49865749999299,117.49865749999299,117.49865749999299,117.49865749999299,,,,,,,
